011110	/mira	3
011110	wm	3
011110	univ	3
011110	hawthorne	4
011110	studio	6
011110	horton	6
011110	hawthorn	8
011110	mira	8
011110	city	9
011110	south	10
011110	university	11
011110	convention	13
011110	sorrento	14
011110	william	26
011110	crowne	24
0111110	thu	1
0111110	arrival	1
0111110	45	1
0111110	upgraded	1
0111110	delmar	1
0111110	miramar	1
0111110	wknd	1
0111110	we	1
0111110	hilt	1
0111110	amazing	1
0111110	/same	1
0111110	tu	1
0111110	sa	1
0111110	history	1
0111110	back	1
0111110	42	1
0111110	dtown	2
0111110	memorial	2
0111110	total	2
0111110	40	2
0111110	80/arden	2
0111110	note	3
0111110	new	3
0111110	weekend	3
0111110	per	3
0111110	sacto	3
0111110	carmel	4
0111110	i	6
0111110	same	7
0111110	one	7
0111110	a	7
0111110	rejected	14
0111110	3	16
0111110	1	18
0111110	2	21
0111110	$day$	67
0111111	cruise	1
0111111	regen	1
0111111	s	1
0111111	46$	1
0111111	/south	1
0111111	b	2
0111111	carlsbad	2
0111111	of	3
0111111	pitts	3
0111111	sac	10
0111111	the	15
0111111	$month$	47
0111111	4	28
100	travelodge	1
100	opens	1
100	hotels	1
100	*4	1
100	problem	1
100	4*	424
100	park	1
1010	2π/≤*	1
1010	landing	1
1010	with	2
1010	star	4
1010	2*	65
1010	2.5*	121
1011	aussie	1
1011	re	1
1011	*3	4
1011	3*	449
1011	*	5
110000	sdc	1
110000	point	1
110000	35	1
110000	palms	2
110000	loews	4
110000	shelter	5
110000	island	11
110000	in	12
110000	marriott	54
110000	coronado	22
110001	make	1
110001	/sports	1
110001	countryinnbyayres	1
110001	ayres	1
110001	larkspur	1
110001	@	2
110001	twp	2
110001	township	2
110001	castle	2
110001	select	3
110001	escondido	3
110001	roseville	4
110001	express	5
110001	village	5
110001	laquinta	5
110001	monroeville	5
110001	by	9
110001	cranberry	13
110001	homestead	13
110001	amerisuites	20
110001	courtyard	21
1100100	reservations	1
1100100	requests	1
1100100	only	1
1100100	rb	1
1100100	folsom	2
1100100	hanalei	4
1100100	sacramento	115
1100100	and	19
1100101	marathon	1
1100101	hills	1
1100101	when	1
1100101	qualcomm	1
1100101	cardiff	2
1100101	view	6
1100101	north	7
1100101	on	13
1100101	greentree	15
1100101	valley	52
11001100	..	1
11001100	resort	17
11001100	hotel	61
11001100	lion	32
11001101	going	1
11001101	5th	1
11001101	/mission	1
11001101	@$45	1
11001101	rebid	2
11001101	golf	4
11001101	mission	53
11001101	harbor	10
11001110	obtain	1
11001110	spa	1
11001110	best	1
11001110	but	1
11001110	added	1
11001110	50.00	1
11001110	ca	1
11001110	&gt	2
11001110	towers	2
11001110	lions	3
11001110	green	3
11001110	area	3
11001110	/arden	3
11001110	double	4
11001110	80	9
11001110	marina	12
11001110	arden	74
11001110	gaslamp	18
11001111	northeast	1
11001111	**	1
11001111	sacrmento	1
11001111	raddison	2
11001111	gate	3
11001111	handlery	13
11001111	radisson	21
11001111	doubletree	58
11001111	red	32
1101000	dwtn	1
1101000	8.+	1
1101000	at	11
1101000	downtown	104
1101000	dt	151
1101001	37$+5	1
1101001	????	1
1101001	affecting	1
1101001	you	1
1101001	/t	1
1101001	east	11
1101001	airport	112
1101001	ap	12
1101010	over	1
1101010	near	1
1101010	areas	1
1101010	dntwn	1
1101010	grand	97
1101010	station	9
11010110	hilton	158
11010111	resorts	1
11010111	central	1
11010111	coastal	85
11010111	gras	1
110110	dowtown	1
110110	would	1
110110	hyatt	235
110110	square	8
110111000	rates	1
110111000	sheraton	90
110111000	fly	1
110111001	tp	1
110111001	all	1
110111001	or	2
110111001	manchester	55
110111001	win	3
110111010	suite	1
110111010	marriot	2
110111010	omni	34
110111010	westin	34
110111011	mardi	1
110111011	sd	59
110111011	handley	1
11011110	regency	104
11011110	be	1
110111110	situation	1
110111110	thank	1
110111110	7.	1
110111110	d	1
110111110	woodfin	1
110111110	pitt	5
110111110	pittsburgh	77
110111110	pit	30
110111111	intl	1
110111111	moon	1
110111111	barcelo	28
110111111	parkway	6
111000	la	90
111000	perfect	1
111001	/old	1
111001	rancho	69
111001	old	13
111010	comfort	1
111010	hol	1
111010	ramada	1
111010	creek	2
111010	country	3
111010	fairfield	7
111010	holiday	83
111010	residence	34
11101100	torrey	36
11101100	gas	1
11101101	del	45
11101101	/del	1
11101110	san	70
11101111	humphreys	1
11101111	wyndam	2
11101111	sacremento	2
11101111	four	38
11101111	wyndham	6
111100	quinta	12
111100	jolla	78
111101	codova	1
111101	penasquitos	3
111101	penesquitos	5
111101	town	14
111101	cordova	43
111101	bernardo	17
111110	inn	159
11111100	mar	46
11111101	pine	1
11111101	lamp	1
11111101	lajolla	4
11111101	islandia	15
11111101	pines	35
11111110	diego	70
11111111	half	1
11111111	emerald	1
11111111	pts	3
11111111	points	39
11111111	garden	5
